Month,Unit_price,Sales_volumn,Revenue,Cost,Promotion_expense,Profit,Version,Unit_cost,ROI,Profit_rate,Target
4,108.017190170177,8403.0,907668.449,424375.93,136150.26735,347142.25165,4.0,50.502907295013685,0.6193149460117735,0.382454906339925,6547.0
5,109.087159462349,6547.0,714193.633,308424.64,107129.04495,298639.94805,4.0,47.10930808003666,0.7186555164008057,0.4181498325538839,18785.0
6,96.740273888741,18785.0,1817266.045,890145.640000001,272589.90675,654530.498249999,4.0,47.38598030343364,0.5629229278140657,0.36017318435617335,17396.0
7,90.2181141929179,17396.0,1569434.3145,840134.13,235415.147175,493885.037325,4.0,48.294672913313406,0.4591933143428083,0.3146898425515469,21540.0
8,89.4258207520891,21540.0,1926232.179,1021780.67,288934.82685,615516.682149999,4.0,47.43642850510678,0.4696035742533374,0.31954438767061993,11240.0
9,98.9156559608541,11240.0,1111811.973,562026.78,166771.79595,383013.39705,4.0,50.00238256227758,0.5255408142788098,0.3444947584226097,9838.0
10,91.5438767025818,9838.0,900608.659,476582.36,135091.29885,288935.00015,4.0,48.443012807481196,0.47236789743933566,0.3208219211114647,30039.0
11,88.9964331036319,30039.0,2673363.854,1481744.67,401004.5781,790614.6059,4.0,49.32736342754419,0.41992559906629023,0.2957377480499144,10067.0
12,96.0374013112149,10067.0,966808.519,484028.43,145021.27785,337758.81115,4.0,48.08070229462601,0.5369350099603579,0.34935440111693933,4786.0
1,114.351023819473,4786.0,547284.0,226097.57,82092.6,239093.83,4.0,47.241447973255326,0.7757996629159196,0.4368734148997595,2817.0
2,111.376102236422,2817.0,313746.48,128914.07,47061.972,137770.438,4.0,45.7628931487398,0.7828931508756174,0.4391138922100417,6496.0
3,98.9585899014778,6496.0,642835.0,288844.18,96425.25,257565.57,4.0,44.46492918719212,0.6685336285310777,0.4006713542355348,1967.0
4,116.921199796645,1967.0,229984.0,90475.07,34497.6,105011.33,4.0,45.996476868327406,0.8402743575855425,0.4566027636705162,3360.0
5,89.2824404761905,3360.0,299989.0,144978.52,44998.35,110012.13,4.0,43.14836904761904,0.5790817061045379,0.36672054642003543,3654.0
6,116.82074438971,3654.0,426863.0,161661.84,64029.45,201171.71,4.0,44.242430213464694,0.8913578809355027,0.4712793331818405,2307.0
7,112.063792804508,2307.0,258531.17,101087.33,38779.6755,118664.1645,4.0,43.81765496315561,0.8484071284417396,0.45899364668484655,3881.2
8,110.078972998042,3881.2,427238.51,172731.48,64085.7765,190421.2535,4.0,44.504658353086676,0.8040852103191221,0.4457024566909944,4100.0
9,112.668307317073,4100.0,461940.06,185577.94,69291.009,207071.111,4.0,45.26291219512195,0.8124611170268529,0.4482640258565148,7903.0
10,99.2267037833734,7903.0,784188.64,341799.54,117628.296,324760.804,4.0,43.24934075667468,0.706880990989845,0.4141360731774946,10279.0
11,73.1317949216849,10279.0,751721.719999999,433838.5,112758.258,205124.961999999,4.0,42.206294386613486,0.3752765800341593,0.27287353357303457,8741.0
12,87.0867440796248,8741.0,761225.23,365551.4,114183.7845,281490.0455,4.0,41.820318041414026,0.5867613103954021,0.36978549108258013,3998.0
1,110.059022011005,3998.0,440015.97,180542.32,66002.3955,193471.2545,4.0,45.15815907953977,0.7847308919505112,0.4396914377903148,7457.0
2,86.8203459836395,7457.0,647419.32,309394.18,97112.898,240912.242,4.0,41.49043583210406,0.5926397227454918,0.3721116045780037,7176.0
3,110.935351170569,7176.0,796072.08,297393.47,119410.812,379267.798,4.0,41.44279124860646,0.9099421824078093,0.47642394140992866,5264.0
4,106.344006458967,5264.0,559794.85,217256.62,83969.2275,258569.0025,4.0,41.27215425531915,0.8583891609766324,0.4618995735669951,3120.0
5,110.665756410256,3120.0,345277.16,133729.79,51791.574,159755.796,4.0,42.862112179487184,0.8611180543066728,0.46268857169701005,3620.0
6,95.7177071270718,3620.0,346498.0998,158197.14,51974.71497,136326.24483,4.0,43.70086740331492,0.6486417738924142,0.3934400936359767,2407.0
7,92.4087660988783,2407.0,222427.9,119451.71,33364.185,69612.005,4.0,49.62680099709182,0.45552856265377367,0.3129643583381402,2368.0
8,99.6759079391892,2368.0,236032.55,130987.47,35404.8825,69640.1975,4.0,55.31565456081081,0.4185300373104587,0.2950448889358692,3459.0
9,91.4877710320902,3459.0,316456.2,164136.12,47468.43,104851.65,4.0,47.451899392888116,0.49550753988985585,0.331330686521547,2572.0
10,98.9705598755832,2572.0,254552.28,128578.71,38182.842,87790.728,4.0,49.99172239502333,0.5264446567395823,0.3448828979257228,3046.0
11,102.954330269206,3046.0,313598.89,137565.61,47039.8335,128993.4465,4.0,45.16270847012475,0.69875212807579,0.411332599104544,
